ticket_id,customer_query,intent,category,policy_reference,resolution_steps,sentiment,urgency
TICK-1105,Can I update my credit card details for upcoming bills?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,high
TICK-1106,Why is there a sales tax charge on my order?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,high
TICK-1107,How do I download a PDF receipt for tax expenses?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,positive,medium
TICK-1108,Do you accept PayPal or Apple Pay?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,medium
TICK-1109,Explain this mystery charge on invoice #9921,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,medium
TICK-1110,Can I split payment between two cards?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,medium
TICK-1111,How do I update billing address on file?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,positive,high
TICK-1112,Why was my card declined during checkout?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,positive,medium
TICK-1113,Payment method update instructions,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,positive,medium
TICK-1114,Download invoice for last month's purchase,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,neutral,medium
TICK-1115,Where do I enter a promo discount code?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,positive,medium
TICK-1116,Tax exemption certificate submission,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,medium
TICK-1117,Why did the price increase on my monthly bill?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,low
TICK-1118,Can I pay via wire transfer or check?,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,neutral,low
TICK-1119,View past billing statements,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,neutral,medium
TICK-1120,Dispute an extra charge on my bill,billing_inquiry,Billing & Payments,"Accepted payment methods include Visa, MasterCard, American Express, PayPal, and Apple Pay. Invoices are accessible anytime under Account > Billing.",Guide the customer to Account > Billing to download PDF tax receipts and review itemized invoice breakdowns.,negative,high
TICK-1121,How do I cancel my monthly subscription?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,medium
TICK-1122,I want to stop my auto-renewing membership,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",negative,medium
TICK-1123,Can I cancel my premium plan immediately?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1124,Stop recurring charges on my account,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1125,"If I cancel now, do I keep access until the end of the month?",subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",neutral,high
TICK-1126,How to terminate my annual subscription?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1127,Cancel subscription for account #4410,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",negative,medium
TICK-1128,I do not want to renew next month,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,high
TICK-1129,Steps to turn off auto-renewal,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1130,Will I be penalized for cancelling early?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",neutral,low
TICK-1131,Cancel my Pro plan before next billing date,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1132,How do I downgrade to the free tier?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",negative,low
TICK-1133,Stop charging my credit card every month,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1134,Unsubscribe from the paid service,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",negative,high
TICK-1135,Where is the cancel subscription button?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",neutral,low
TICK-1136,Can I pause my subscription instead of cancelling?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",negative,high
TICK-1137,Does cancelling give me a prorated refund?,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",neutral,medium
TICK-1138,I want to end my premium membership,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",neutral,low
TICK-1139,Turn off recurring billing please,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,low
TICK-1140,Opt out of subscription renewal,subscription_cancellation,Subscriptions,Subscriptions can be cancelled anytime under Account > Subscriptions. Benefits remain active until the end of the current paid billing cycle with no cancellation penalties.,"Instruct customer to navigate to Account > Subscriptions > Manage Subscription > Cancel Subscription, confirming access continues until cycle ends.",positive,medium
TICK-1141,"My package is severely delayed, what compensation do I get?",shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,high
TICK-1142,Why is my delivery taking so long to arrive?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,high
TICK-1143,Order was promised by yesterday but hasn't shipped,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,high
TICK-1144,Do you compensate for late express delivery?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",positive,low
TICK-1145,Package stuck in transit for over a week,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,low
TICK-1146,Late delivery inquiry for order #77123,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",negative,low
TICK-1147,Why has courier tracking not updated in 4 days?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",positive,low
TICK-1148,Can I get a refund on shipping fees because of delay?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,medium
TICK-1149,"My order is 6 days late, what is going on?",shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",negative,low
TICK-1150,Will my delayed order still be delivered today?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",negative,high
TICK-1151,Carrier says delivery exception / weather delay,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",negative,low
TICK-1152,How do I claim the $10 late shipping credit?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",positive,low
TICK-1153,Is my package lost or just delayed?,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",positive,high
TICK-1154,Overnight shipping didn't arrive overnight,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",neutral,medium
TICK-1155,Delivery date keeps getting pushed back,shipping_delay,Orders & Shipping,"Express shipping takes 1-2 business days. If shipping is delayed beyond 5 business days, customers receive a $10 shipping credit or free expedited reshipment.","Check carrier delay status, apply $10 shipping delay courtesy credit, and offer free expedited reshipment if package is deemed lost in transit.",positive,medium
TICK-1156,The website checkout page is freezing when I click pay,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,low
TICK-1157,I am getting error code 500 when saving my settings,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,high
TICK-1158,Mobile app crashes every time I tap the cart icon,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,high
TICK-1159,How do I clear cache and cookies to fix website glitches?,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",neutral,low
TICK-1160,The website is not loading properly on Safari,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",neutral,low
TICK-1161,Button is unclickable on the payment form,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",neutral,medium
TICK-1162,Getting continuous network error on the portal,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",negative,high
TICK-1163,Is your service experiencing an outage right now?,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",negative,medium
TICK-1164,Browser error during file upload,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",negative,medium
TICK-1165,App keeps crashing on Android 14,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",negative,medium
TICK-1166,Troubleshoot error 403 forbidden on dashboard,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,medium
TICK-1167,Blank screen appears after signing in,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,low
TICK-1168,Why is the checkout page spinning endlessly?,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",negative,high
TICK-1169,Features not displaying correctly in Firefox,technical_support,Technical Issues,"Clear browser cache and cookies, disable ad-blockers, or try an incognito window if experiencing web portal errors. We support Chrome, Safari, Firefox, and Edge.","Provide standard troubleshooting steps: hard refresh (Ctrl+F5), clear cookies/cache, try alternate browser, or check service status dashboard.",positive,low
TICK-1170,Does this product come with a manufacturer warranty?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,medium
TICK-1171,Is the wireless model compatible with Mac and Windows?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",positive,low
TICK-1172,Where can I find the user manual and setup guide?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,low
TICK-1173,What materials is this item made of?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",positive,low
TICK-1174,What is the battery life of the wireless headphones?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,medium
TICK-1175,Does the product include a charging cable in the box?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",neutral,low
TICK-1176,Is this item waterproof or water resistant?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,low
TICK-1177,Dimensions and weight specifications for the desk stand?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,low
TICK-1178,Warranty coverage details for refurbished devices,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,high
TICK-1179,Will this gadget work with 220V European power outlets?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",positive,low
TICK-1180,How do I register my product warranty?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,high
TICK-1181,What accessories are included in the packaging?,product_inquiry,Products & Specifications,All hardware devices include a 1-year limited warranty against manufacturer defects. Product user manuals and compatibility matrices are available in the Help Center.,"Consult the official product specifications, confirm compatibility requirements, and refer customer to user manual documentation.",negative,medium
TICK-NOISE-001,help,account_access,Account Management,Ambiguous one-word request,Request clarification from user on specific account or order issue.,neutral,low
TICK-NOISE-002,it does not work,technical_support,Technical Issues,Ambiguous complaint without context,Ask which feature or device is not working and collect error details.,negative,medium
TICK-NOISE-003,Cancel,subscription_cancellation,Subscriptions,Ambiguous: could mean cancel order or cancel subscription,Clarify if customer wishes to cancel an active order or an ongoing subscription.,neutral,medium
TICK-NOISE-004,,order_tracking,Orders & Shipping,Corrupted record with missing query,Discard or flag for review.,neutral,low
TICK-NOISE-005,   ,billing_inquiry,Billing & Payments,Whitespace query,Discard.,neutral,low
TICK-NOISE-006,Can I change something?,return_exchange,Returns & Replacements,Vague question lacking subject,"Ask customer whether they want to modify an order, address, or exchange an item.",neutral,low
TICK-NOISE-007,Where is my order right now?,order_tracking,Orders & Shipping,Orders can be tracked via the tracking link sent in the confirmation email.,Advise customer to check tracking link.,neutral,medium
TICK-NOISE-008,where is my order right now???,order_tracking,Orders & Shipping,Orders can be tracked via the tracking link sent in the confirmation email.,Advise customer to check tracking link.,negative,high
